total_images,num_classes,fst_model_source,first_model,second_model_source,second_model,first_model_accuracy,second_model_accuracy,spearman,pearson,dataset
2000,100,torchvision,regnet_y_32gf,IMAGENET1K_V2,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,0.9735,0.949,0.31906055861076354,0.56696075,timm/mini-imagenet(0)
2000,100,torchvision,regnet_y_32gf,IMAGENET1K_V2,torchvision,swin_t,IMAGENET1K_V1,0.97,0.943,0.30447440649994445,0.73730296,timm/mini-imagenet(0)
2000,100,torchvision,regnet_y_32gf,IMAGENET1K_V2,torchvision,swin_v2_t,IMAGENET1K_V1,0.971,0.954,0.3542940238075958,0.81619096,timm/mini-imagenet(0)
2000,100,torchvision,regnet_y_32gf,IMAGENET1K_V2,torchvision,maxvit_t,IMAGENET1K_V1,0.9695,0.9835,0.09636503065796072,0.19572963,timm/mini-imagenet(0)
2000,100,torchvision,regnet_y_32gf,IMAGENET1K_V2,torchvision,efficientnet_b0,IMAGENET1K_V1,0.964,0.898,0.3563187462023675,0.6746086,timm/mini-imagenet(0)
2000,100,torchvision,regnet_y_32gf,IMAGENET1K_V2,torchvision,efficientnet_b4,IMAGENET1K_V1,0.97,0.9765,0.22878255256887448,0.46954322,timm/mini-imagenet(0)
2000,100,torchvision,regnet_y_32gf,IMAGENET1K_V2,torchvision,efficientnet_b7,IMAGENET1K_V1,0.9695,0.985,0.28287136323953743,0.61355436,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,0.9625,0.9575,1.0,0.9999958,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,vit_l_16,IMAGENET1K_V1,0.9625,0.9865,0.272032842557494,0.7784081,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,0.967,0.948,0.08466324194247574,0.40711254,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,swin_t,IMAGENET1K_V1,0.959,0.948,0.25473151525802723,0.6808691,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,swin_v2_t,IMAGENET1K_V1,0.964,0.949,0.23371476252259124,0.72348815,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,maxvit_t,IMAGENET1K_V1,0.961,0.982,0.0691722458547518,0.17402728,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,efficientnet_b0,IMAGENET1K_V1,0.961,0.9035,0.13645861593126937,0.53187734,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.9665,0.9705,0.11609532029979391,0.39152014,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.9615,0.986,0.11901419301545042,0.5043486,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,vit_l_16,IMAGENET1K_V1,0.9585,0.988,0.272032842557494,0.7784081,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,0.956,0.947,0.08466324194247574,0.40711254,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,swin_t,IMAGENET1K_V1,0.944,0.939,0.25473151525802723,0.6808691,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,swin_v2_t,IMAGENET1K_V1,0.9475,0.9525,0.23371476252259124,0.72348815,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,maxvit_t,IMAGENET1K_V1,0.952,0.983,0.0691722458547518,0.17402728,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,efficientnet_b0,IMAGENET1K_V1,0.951,0.8905,0.13645861593126937,0.53187734,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.9535,0.9775,0.11609532029979391,0.39152014,timm/mini-imagenet(0)
2000,100,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.9635,0.9845,0.11901419301545042,0.5043486,timm/mini-imagenet(0)
2000,100,torchvision,vit_l_16,IMAGENET1K_V1,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,0.9875,0.9435,0.09940098886483792,0.45829692,timm/mini-imagenet(0)
2000,100,torchvision,vit_l_16,IMAGENET1K_V1,torchvision,swin_t,IMAGENET1K_V1,0.9905,0.938,0.24698395627577044,0.7149746,timm/mini-imagenet(0)
2000,100,torchvision,vit_l_16,IMAGENET1K_V1,torchvision,swin_v2_t,IMAGENET1K_V1,0.9885,0.954,0.22855665414968923,0.7767603,timm/mini-imagenet(0)
2000,100,torchvision,vit_l_16,IMAGENET1K_V1,torchvision,maxvit_t,IMAGENET1K_V1,0.9905,0.981,0.09580936402075177,0.2045297,timm/mini-imagenet(0)
2000,100,torchvision,vit_l_16,IMAGENET1K_V1,torchvision,efficientnet_b0,IMAGENET1K_V1,0.9875,0.8995,0.1394164873778543,0.5722208,timm/mini-imagenet(0)
2000,100,torchvision,vit_l_16,IMAGENET1K_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.9875,0.972,0.12572763132057413,0.42611897,timm/mini-imagenet(0)
2000,100,torchvision,vit_l_16,IMAGENET1K_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.9895,0.983,0.13783395735676043,0.5556761,timm/mini-imagenet(0)
2000,100,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,torchvision,swin_t,IMAGENET1K_V1,0.964,0.9365,0.18926135590581966,0.4600523,timm/mini-imagenet(0)
2000,100,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,torchvision,swin_v2_t,IMAGENET1K_V1,0.9605,0.9575,0.26708880256086037,0.53026575,timm/mini-imagenet(0)
2000,100,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,torchvision,maxvit_t,IMAGENET1K_V1,0.965,0.9805,0.07546909549905642,0.119844936,timm/mini-imagenet(0)
2000,100,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,torchvision,efficientnet_b0,IMAGENET1K_V1,0.961,0.8925,0.19465981499058554,0.43001238,timm/mini-imagenet(0)
2000,100,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.958,0.964,0.18162673564207085,0.32837343,timm/mini-imagenet(0)
2000,100,torchvision,vit_h_14,IMAGENET1K_SWAG_E2E_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.948,0.983,0.20023838222302065,0.40773338,timm/mini-imagenet(0)
2000,100,torchvision,swin_t,IMAGENET1K_V1,torchvision,swin_v2_t,IMAGENET1K_V1,0.945,0.9555,0.43125950213770936,0.7780679,timm/mini-imagenet(0)
2000,100,torchvision,swin_t,IMAGENET1K_V1,torchvision,maxvit_t,IMAGENET1K_V1,0.9415,0.977,0.08191668072647512,0.1721825,timm/mini-imagenet(0)
2000,100,torchvision,swin_t,IMAGENET1K_V1,torchvision,efficientnet_b0,IMAGENET1K_V1,0.94,0.898,0.2773821195138835,0.60401183,timm/mini-imagenet(0)
2000,100,torchvision,swin_t,IMAGENET1K_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.935,0.9755,0.15677318410393362,0.39954507,timm/mini-imagenet(0)
2000,100,torchvision,swin_t,IMAGENET1K_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.938,0.987,0.1984948453421908,0.5239537,timm/mini-imagenet(0)
2000,100,torchvision,swin_v2_t,IMAGENET1K_V1,torchvision,maxvit_t,IMAGENET1K_V1,0.9555,0.98,0.08917893878877055,0.18340336,timm/mini-imagenet(0)
2000,100,torchvision,swin_v2_t,IMAGENET1K_V1,torchvision,efficientnet_b0,IMAGENET1K_V1,0.957,0.902,0.2830228978867297,0.639501,timm/mini-imagenet(0)
2000,100,torchvision,swin_v2_t,IMAGENET1K_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.954,0.9755,0.18160193331225138,0.43388432,timm/mini-imagenet(0)
2000,100,torchvision,swin_v2_t,IMAGENET1K_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.9505,0.9855,0.23258156956914383,0.5818761,timm/mini-imagenet(0)
2000,100,torchvision,maxvit_t,IMAGENET1K_V1,torchvision,efficientnet_b0,IMAGENET1K_V1,0.9775,0.892,0.03353755151420793,0.11986907,timm/mini-imagenet(0)
2000,100,torchvision,maxvit_t,IMAGENET1K_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.9795,0.9725,0.3998382767568618,0.4144333,timm/mini-imagenet(0)
2000,100,torchvision,maxvit_t,IMAGENET1K_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.98,0.985,0.11281093239003928,0.16206849,timm/mini-imagenet(0)
2000,100,torchvision,efficientnet_b0,IMAGENET1K_V1,torchvision,efficientnet_b4,IMAGENET1K_V1,0.904,0.9755,0.13769329698295002,0.34850177,timm/mini-imagenet(0)
2000,100,torchvision,efficientnet_b0,IMAGENET1K_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.8955,0.9855,0.23398441501992537,0.50567126,timm/mini-imagenet(0)
2000,100,torchvision,efficientnet_b4,IMAGENET1K_V1,torchvision,efficientnet_b7,IMAGENET1K_V1,0.976,0.984,0.3083209868274986,0.4651914,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,clip,ViT-B/16,DEFAULT,0.875,0.911,0.796587690750151,0.8284928,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,clip,ViT-L/14,DEFAULT,0.8785,0.936,0.6473039126032314,0.6961471,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,open_clip,ViT-B-32-256,DEFAULT,0.879,0.919,0.558131075772537,0.62865835,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,open_clip,ViT-B-16,DEFAULT,0.875,0.9145,0.621259294610513,0.6880345,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,open_clip,ViT-L-14,DEFAULT,0.873,0.932,0.5949880980242118,0.6580837,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,resnet18,IMAGENET1K_V1,0.874,0.769,0.27681783247097336,0.33721825,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,resnet50,IMAGENET1K_V1,0.8725,0.8485,0.28300605755297875,0.35073793,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,resnet152,IMAGENET1K_V1,0.8765,0.887,0.2843517759413742,0.3534917,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,convnext_tiny,IMAGENET1K_V1,0.876,0.949,0.18007006217174792,0.305629,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,convnext_base,IMAGENET1K_V1,0.8725,0.9805,0.14677668541408645,0.29680553,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,regnet_y_16gf,IMAGENET1K_V1,0.8725,0.9135,0.32382634436185914,0.38990995,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,regnet_y_16gf,IMAGENET1K_V2,0.876,0.98,0.32382634436185914,0.38990995,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,regnet_y_16gf,IMAGENET1K_SWAG_E2E_V1,0.875,0.9245,0.32382634436185914,0.38990995,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,regnet_y_32gf,IMAGENET1K_V2,0.874,0.9705,0.20340674571985823,0.3421815,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,vit_b_16,IMAGENET1K_V1,0.8775,0.966,0.05915954071560855,0.23494036,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,vit_b_16,IMAGENET1K_SWAG_E2E_V1,0.874,0.9535,0.05915954071560855,0.23494036,timm/mini-imagenet(0)
2000,100,clip,ViT-B/32,DEFAULT,torchvision,vit_l_16,IMAGENET1K_V1,0.874,0.99,0.05651655585839529,0.25065383,timm/mini-imagenet(0)
