nome, url, hf_hub_id, arquitetura, num_param, escala, tipo_treinamento, dataset
ecaresnet50d.miil_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/ecaresnet50d-93c81e3b.pth,timm/ecaresnet50d.miil_in1k,ecaresnet50d,25576350,small,TRAINING_TYPE,ImageNet-1K
ecaresnet50d_pruned.miil_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/ecaresnet50d_p-e4fa23c2.pth,timm/ecaresnet50d_pruned.miil_in1k,ecaresnet50d_pruned,19939713,small,TRAINING_TYPE,ImageNet-1K
ecaresnet50t.a1_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-rsb-weights/ecaresnet50t_a1_0-99bd76a8.pth,timm/ecaresnet50t.a1_in1k,ecaresnet50t,25573814,small,TRAINING_TYPE,ImageNet-1K
ecaresnet50t.a2_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-rsb-weights/ecaresnet50t_a2_0-b1c7b745.pth,timm/ecaresnet50t.a2_in1k,ecaresnet50t,25573814,small,TRAINING_TYPE,ImageNet-1K
ecaresnet50t.a3_in1k,https://github.com/huggingface/pytorch-image-models/releases/download/v0.1-rsb-weights/ecaresnet50t_a3_0-8cc311f1.pth,timm/ecaresnet50t.a3_in1k,ecaresnet50t,25573814,small,TRAINING_TYPE,ImageNet-1K
ecaresnet50t.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/ecaresnet50t_ra2-f7ac63c4.pth,timm/ecaresnet50t.ra2_in1k,ecaresnet50t,25573814,small,TRAINING_TYPE,ImageNet-1K
ecaresnet101d.miil_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/ecaresnet101d-153dad65.pth,timm/ecaresnet101d.miil_in1k,ecaresnet101d,44568563,base,TRAINING_TYPE,ImageNet-1K
ecaresnet101d_pruned.miil_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/ecaresnet101d_p-9e74cb91.pth,timm/ecaresnet101d_pruned.miil_in1k,ecaresnet101d_pruned,24876040,small,TRAINING_TYPE,ImageNet-1K
ecaresnet269d.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/ecaresnet269d_320_ra2-7baa55cb.pth,timm/ecaresnet269d.ra2_in1k,ecaresnet269d,102093077,large,TRAINING_TYPE,ImageNet-1K
ecaresnetlight.miil_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/ecaresnetlight-75a9c627.pth,timm/ecaresnetlight.miil_in1k,ecaresnetlight,30162046,base,TRAINING_TYPE,ImageNet-1K
edgenext_base.in21k_ft_in1k,,timm/edgenext_base.in21k_ft_in1k,edgenext_base,18511292,small,TRAINING_TYPE,ImageNet-1K
edgenext_base.usi_in1k,,timm/edgenext_base.usi_in1k,edgenext_base,18511292,small,TRAINING_TYPE,ImageNet-1K
edgenext_small.usi_in1k,,timm/edgenext_small.usi_in1k,edgenext_small,5586832,tiny,TRAINING_TYPE,ImageNet-1K
edgenext_small_rw.sw_in1k,,timm/edgenext_small_rw.sw_in1k,edgenext_small_rw,7826512,tiny,TRAINING_TYPE,ImageNet-1K
edgenext_x_small.in1k,,timm/edgenext_x_small.in1k,edgenext_x_small,2336804,tiny,TRAINING_TYPE,ImageNet-1K
edgenext_xx_small.in1k,,timm/edgenext_xx_small.in1k,edgenext_xx_small,1327216,tiny,TRAINING_TYPE,ImageNet-1K
efficientformer_l1.snap_dist_in1k,,timm/efficientformer_l1.snap_dist_in1k,efficientformer_l1,12289928,small,TRAINING_TYPE,ImageNet-1K
efficientformer_l3.snap_dist_in1k,,timm/efficientformer_l3.snap_dist_in1k,efficientformer_l3,31406000,base,TRAINING_TYPE,ImageNet-1K
efficientformer_l7.snap_dist_in1k,,timm/efficientformer_l7.snap_dist_in1k,efficientformer_l7,82229328,base,TRAINING_TYPE,ImageNet-1K
efficientformerv2_l.snap_dist_in1k,,timm/efficientformerv2_l.snap_dist_in1k,efficientformerv2_l,26322288,small,TRAINING_TYPE,ImageNet-1K
efficientformerv2_s0.snap_dist_in1k,,timm/efficientformerv2_s0.snap_dist_in1k,efficientformerv2_s0,3600256,tiny,TRAINING_TYPE,ImageNet-1K
efficientformerv2_s1.snap_dist_in1k,,timm/efficientformerv2_s1.snap_dist_in1k,efficientformerv2_s1,6185560,tiny,TRAINING_TYPE,ImageNet-1K
efficientformerv2_s2.snap_dist_in1k,,timm/efficientformerv2_s2.snap_dist_in1k,efficientformerv2_s2,12710112,small,TRAINING_TYPE,ImageNet-1K
efficientnet_b0.ra4_e3600_r224_in1k,,timm/efficientnet_b0.ra4_e3600_r224_in1k,efficientnet_b0,5288548,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b0.ra_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_b0_ra-3dd342df.pth,timm/efficientnet_b0.ra_in1k,efficientnet_b0,5288548,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b1.ft_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_b1-533bc792.pth,timm/efficientnet_b1.ft_in1k,efficientnet_b1,7794184,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b1.ra4_e3600_r240_in1k,,timm/efficientnet_b1.ra4_e3600_r240_in1k,efficientnet_b1,7794184,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b1_pruned.in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/effnetb1_pruned-bea43a3a.pth,timm/efficientnet_b1_pruned.in1k,efficientnet_b1_pruned,6331916,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b2.ra_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_b2_ra-bcdf34b7.pth,timm/efficientnet_b2.ra_in1k,efficientnet_b2,9109994,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b2_pruned.in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/effnetb2_pruned-08c1b27c.pth,timm/efficientnet_b2_pruned.in1k,efficientnet_b2_pruned,8309737,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b3.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_b3_ra2-cf984f9c.pth,timm/efficientnet_b3.ra2_in1k,efficientnet_b3,12233232,small,TRAINING_TYPE,ImageNet-1K
efficientnet_b3_pruned.in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-tresnet/effnetb3_pruned-59ecf72d.pth,timm/efficientnet_b3_pruned.in1k,efficientnet_b3_pruned,9855020,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_b4.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_b4_ra2_320-7eb33cd5.pth,timm/efficientnet_b4.ra2_in1k,efficientnet_b4,19341616,small,TRAINING_TYPE,ImageNet-1K
efficientnet_b5.sw_in12k,,timm/efficientnet_b5.sw_in12k,efficientnet_b5,52562013,base,TRAINING_TYPE,DATASET
efficientnet_b5.sw_in12k_ft_in1k,,timm/efficientnet_b5.sw_in12k_ft_in1k,efficientnet_b5,30389784,base,TRAINING_TYPE,ImageNet-1K
efficientnet_el.ra_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_el-3b455510.pth,timm/efficientnet_el.ra_in1k,efficientnet_el,10589712,small,TRAINING_TYPE,ImageNet-1K
efficientnet_el_pruned.in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_el_pruned70-ef2a2ccf.pth,timm/efficientnet_el_pruned.in1k,efficientnet_el_pruned,10589712,small,TRAINING_TYPE,ImageNet-1K
efficientnet_em.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_em_ra2-66250f76.pth,timm/efficientnet_em.ra2_in1k,efficientnet_em,6899496,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_es.ra_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_es_ra-f111e99c.pth,timm/efficientnet_es.ra_in1k,efficientnet_es,5438392,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_es_pruned.in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_es_pruned75-1b7248cf.pth,timm/efficientnet_es_pruned.in1k,efficientnet_es_pruned,5438392,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_h_b5.sw_r448_e450_in1k,,timm/efficientnet_h_b5.sw_r448_e450_in1k,efficientnet_h_b5,45884172,base,TRAINING_TYPE,ImageNet-1K
efficientnet_lite0.ra_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_lite0_ra-37913777.pth,timm/efficientnet_lite0.ra_in1k,efficientnet_lite0,4652008,tiny,TRAINING_TYPE,ImageNet-1K
efficientnet_x_b5.sw_r448_e450_in1k,,timm/efficientnet_x_b5.sw_r448_e450_in1k,efficientnet_x_b5,33439614,base,TRAINING_TYPE,ImageNet-1K
efficientnetv2_rw_m.agc_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnetv2_rw_m_agc-3d90cb1e.pth,timm/efficientnetv2_rw_m.agc_in1k,efficientnetv2_rw_m,53236442,base,TRAINING_TYPE,ImageNet-1K
efficientnetv2_rw_s.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnet_v2s_ra2_288-a6477665.pth,timm/efficientnetv2_rw_s.ra2_in1k,efficientnetv2_rw_s,23941296,small,TRAINING_TYPE,ImageNet-1K
efficientnetv2_rw_t.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/efficientnetv2_t_agc-3620981a.pth,timm/efficientnetv2_rw_t.ra2_in1k,efficientnetv2_rw_t,13649388,small,TRAINING_TYPE,ImageNet-1K
efficientvit_b0.r224_in1k,,timm/efficientvit_b0.r224_in1k,efficientvit_b0,3410008,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_b1.r224_in1k,,timm/efficientvit_b1.r224_in1k,efficientvit_b1,9102024,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_b1.r256_in1k,,timm/efficientvit_b1.r256_in1k,efficientvit_b1,9102024,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_b1.r288_in1k,,timm/efficientvit_b1.r288_in1k,efficientvit_b1,9102024,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_b2.r224_in1k,,timm/efficientvit_b2.r224_in1k,efficientvit_b2,24330712,small,TRAINING_TYPE,ImageNet-1K
efficientvit_b2.r256_in1k,,timm/efficientvit_b2.r256_in1k,efficientvit_b2,24330712,small,TRAINING_TYPE,ImageNet-1K
efficientvit_b2.r288_in1k,,timm/efficientvit_b2.r288_in1k,efficientvit_b2,24330712,small,TRAINING_TYPE,ImageNet-1K
efficientvit_b3.r224_in1k,,timm/efficientvit_b3.r224_in1k,efficientvit_b3,48646056,base,TRAINING_TYPE,ImageNet-1K
efficientvit_b3.r256_in1k,,timm/efficientvit_b3.r256_in1k,efficientvit_b3,48646056,base,TRAINING_TYPE,ImageNet-1K
efficientvit_b3.r288_in1k,,timm/efficientvit_b3.r288_in1k,efficientvit_b3,48646056,base,TRAINING_TYPE,ImageNet-1K
efficientvit_l1.r224_in1k,,timm/efficientvit_l1.r224_in1k,efficientvit_l1,52654088,base,TRAINING_TYPE,ImageNet-1K
efficientvit_l2.r224_in1k,,timm/efficientvit_l2.r224_in1k,efficientvit_l2,63707016,base,TRAINING_TYPE,ImageNet-1K
efficientvit_l2.r256_in1k,,timm/efficientvit_l2.r256_in1k,efficientvit_l2,63707016,base,TRAINING_TYPE,ImageNet-1K
efficientvit_l2.r288_in1k,,timm/efficientvit_l2.r288_in1k,efficientvit_l2,63707016,base,TRAINING_TYPE,ImageNet-1K
efficientvit_l2.r384_in1k,,timm/efficientvit_l2.r384_in1k,efficientvit_l2,63707016,base,TRAINING_TYPE,ImageNet-1K
efficientvit_l3.r224_in1k,,timm/efficientvit_l3.r224_in1k,efficientvit_l3,246037288,large,TRAINING_TYPE,ImageNet-1K
efficientvit_l3.r256_in1k,,timm/efficientvit_l3.r256_in1k,efficientvit_l3,246037288,large,TRAINING_TYPE,ImageNet-1K
efficientvit_l3.r320_in1k,,timm/efficientvit_l3.r320_in1k,efficientvit_l3,246037288,large,TRAINING_TYPE,ImageNet-1K
efficientvit_l3.r384_in1k,,timm/efficientvit_l3.r384_in1k,efficientvit_l3,246037288,large,TRAINING_TYPE,ImageNet-1K
efficientvit_m0.r224_in1k,,timm/efficientvit_m0.r224_in1k,efficientvit_m0,2349436,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_m1.r224_in1k,,timm/efficientvit_m1.r224_in1k,efficientvit_m1,2980560,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_m2.r224_in1k,,timm/efficientvit_m2.r224_in1k,efficientvit_m2,4187554,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_m3.r224_in1k,,timm/efficientvit_m3.r224_in1k,efficientvit_m3,6900722,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_m4.r224_in1k,,timm/efficientvit_m4.r224_in1k,efficientvit_m4,8804228,tiny,TRAINING_TYPE,ImageNet-1K
efficientvit_m5.r224_in1k,,timm/efficientvit_m5.r224_in1k,efficientvit_m5,12473772,small,TRAINING_TYPE,ImageNet-1K
ese_vovnet19b_dw.ra_in1k,,timm/ese_vovnet19b_dw.ra_in1k,ese_vovnet19b_dw,6543080,tiny,TRAINING_TYPE,ImageNet-1K
ese_vovnet39b.ra_in1k,,timm/ese_vovnet39b.ra_in1k,ese_vovnet39b,24568936,small,TRAINING_TYPE,ImageNet-1K
ese_vovnet57b.ra4_e3600_r256_in1k,,timm/ese_vovnet57b.ra4_e3600_r256_in1k,ese_vovnet57b,38608936,base,TRAINING_TYPE,ImageNet-1K
eva02_base_patch14_224.mim_in22k,,timm/eva02_base_patch14_224.mim_in22k,eva02_base_patch14_224,85758720,base,TRAINING_TYPE,DATASET
eva02_base_patch14_448.mim_in22k_ft_in1k,,timm/eva02_base_patch14_448.mim_in22k_ft_in1k,eva02_base_patch14_448,87117544,base,TRAINING_TYPE,ImageNet-1K
eva02_base_patch14_448.mim_in22k_ft_in22k,,timm/eva02_base_patch14_448.mim_in22k_ft_in22k,eva02_base_patch14_448,103144273,large,TRAINING_TYPE,DATASET
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,,timm/eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,eva02_base_patch14_448,87117544,base,TRAINING_TYPE,ImageNet-1K
eva02_base_patch16_clip_224.merged2b,,timm/eva02_base_patch16_clip_224.merged2b,eva02_base_patch16_clip_224,86263040,base,TRAINING_TYPE,DATASET
eva02_enormous_patch14_clip_224.laion2b,,timm/eva02_enormous_patch14_clip_224.laion2b,eva02_enormous_patch14_clip_224,4350556928,giant,TRAINING_TYPE,DATASET
eva02_enormous_patch14_clip_224.laion2b_plus,,timm/eva02_enormous_patch14_clip_224.laion2b_plus,eva02_enormous_patch14_clip_224,4350556928,giant,TRAINING_TYPE,DATASET
eva02_large_patch14_224.mim_in22k,,timm/eva02_large_patch14_224.mim_in22k,eva02_large_patch14_224,303268800,giant,TRAINING_TYPE,DATASET
eva02_large_patch14_224.mim_m38m,,timm/eva02_large_patch14_224.mim_m38m,eva02_large_patch14_224,303268800,giant,TRAINING_TYPE,DATASET
eva02_large_patch14_448.mim_in22k_ft_in1k,,timm/eva02_large_patch14_448.mim_in22k_ft_in1k,eva02_large_patch14_448,305080232,giant,TRAINING_TYPE,ImageNet-1K
eva02_large_patch14_448.mim_in22k_ft_in22k,,timm/eva02_large_patch14_448.mim_in22k_ft_in22k,eva02_large_patch14_448,326442257,giant,TRAINING_TYPE,DATASET
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,,timm/eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,eva02_large_patch14_448,305080232,giant,TRAINING_TYPE,ImageNet-1K
eva02_large_patch14_448.mim_m38m_ft_in1k,,timm/eva02_large_patch14_448.mim_m38m_ft_in1k,eva02_large_patch14_448,305080232,giant,TRAINING_TYPE,ImageNet-1K
eva02_large_patch14_448.mim_m38m_ft_in22k,,timm/eva02_large_patch14_448.mim_m38m_ft_in22k,eva02_large_patch14_448,326442257,giant,TRAINING_TYPE,DATASET
eva02_large_patch14_448.mim_m38m_ft_in22k_in1k,,timm/eva02_large_patch14_448.mim_m38m_ft_in22k_in1k,eva02_large_patch14_448,305080232,giant,TRAINING_TYPE,ImageNet-1K
eva02_large_patch14_clip_224.merged2b,,timm/eva02_large_patch14_clip_224.merged2b,eva02_large_patch14_clip_224,304105152,giant,TRAINING_TYPE,DATASET
eva02_large_patch14_clip_336.merged2b,,timm/eva02_large_patch14_clip_336.merged2b,eva02_large_patch14_clip_336,304432832,giant,TRAINING_TYPE,DATASET
eva02_small_patch14_224.mim_in22k,,timm/eva02_small_patch14_224.mim_in22k,eva02_small_patch14_224,21621120,small,TRAINING_TYPE,DATASET
eva02_small_patch14_336.mim_in22k_ft_in1k,,timm/eva02_small_patch14_336.mim_in22k_ft_in1k,eva02_small_patch14_336,22129000,small,TRAINING_TYPE,ImageNet-1K
eva02_tiny_patch14_224.mim_in22k,,timm/eva02_tiny_patch14_224.mim_in22k,eva02_tiny_patch14_224,5502144,tiny,TRAINING_TYPE,DATASET
eva02_tiny_patch14_336.mim_in22k_ft_in1k,,timm/eva02_tiny_patch14_336.mim_in22k_ft_in1k,eva02_tiny_patch14_336,5756584,tiny,TRAINING_TYPE,ImageNet-1K
eva_giant_patch14_224.clip_ft_in1k,,timm/eva_giant_patch14_224.clip_ft_in1k,eva_giant_patch14_224,1012555112,giant,TRAINING_TYPE,ImageNet-1K
eva_giant_patch14_336.clip_ft_in1k,,timm/eva_giant_patch14_336.clip_ft_in1k,eva_giant_patch14_336,1013005672,giant,TRAINING_TYPE,ImageNet-1K
eva_giant_patch14_336.m30m_ft_in22k_in1k,,timm/eva_giant_patch14_336.m30m_ft_in22k_in1k,eva_giant_patch14_336,1013005672,giant,TRAINING_TYPE,ImageNet-1K
eva_giant_patch14_560.m30m_ft_in22k_in1k,,timm/eva_giant_patch14_560.m30m_ft_in22k_in1k,eva_giant_patch14_560,1014447464,giant,TRAINING_TYPE,ImageNet-1K
eva_giant_patch14_clip_224.laion400m,,timm/eva_giant_patch14_clip_224.laion400m,eva_giant_patch14_clip_224,1012588928,giant,TRAINING_TYPE,DATASET
eva_giant_patch14_clip_224.merged2b,,timm/eva_giant_patch14_clip_224.merged2b,eva_giant_patch14_clip_224,1012588928,giant,TRAINING_TYPE,DATASET
eva_large_patch14_196.in22k_ft_in1k,,timm/eva_large_patch14_196.in22k_ft_in1k,eva_large_patch14_196,304142312,giant,TRAINING_TYPE,ImageNet-1K
eva_large_patch14_196.in22k_ft_in22k_in1k,,timm/eva_large_patch14_196.in22k_ft_in22k_in1k,eva_large_patch14_196,304142312,giant,TRAINING_TYPE,ImageNet-1K
eva_large_patch14_336.in22k_ft_in1k,,timm/eva_large_patch14_336.in22k_ft_in1k,eva_large_patch14_336,304531432,giant,TRAINING_TYPE,ImageNet-1K
eva_large_patch14_336.in22k_ft_in22k_in1k,,timm/eva_large_patch14_336.in22k_ft_in22k_in1k,eva_large_patch14_336,304531432,giant,TRAINING_TYPE,ImageNet-1K
fasternet_l.in1k,,timm/fasternet_l.in1k,fasternet_l,93465192,base,TRAINING_TYPE,ImageNet-1K
fasternet_m.in1k,,timm/fasternet_m.in1k,fasternet_m,53521464,base,TRAINING_TYPE,ImageNet-1K
fasternet_s.in1k,,timm/fasternet_s.in1k,fasternet_s,31181032,base,TRAINING_TYPE,ImageNet-1K
fasternet_t0.in1k,,timm/fasternet_t0.in1k,fasternet_t0,3905500,tiny,TRAINING_TYPE,ImageNet-1K
fasternet_t1.in1k,,timm/fasternet_t1.in1k,fasternet_t1,7595368,tiny,TRAINING_TYPE,ImageNet-1K
fasternet_t2.in1k,,timm/fasternet_t2.in1k,fasternet_t2,14982888,small,TRAINING_TYPE,ImageNet-1K
fastvit_ma36.apple_dist_in1k,,timm/fastvit_ma36.apple_dist_in1k,fastvit_ma36,44068004,base,TRAINING_TYPE,ImageNet-1K
fastvit_ma36.apple_in1k,,timm/fastvit_ma36.apple_in1k,fastvit_ma36,44068004,base,TRAINING_TYPE,ImageNet-1K
fastvit_mci0.apple_mclip,https://docs-assets.developer.apple.com/ml-research/datasets/mobileclip/mobileclip_s0.pt,apple/mobileclip_s0_timm,fastvit_mci0,11406976,small,TRAINING_TYPE,DATASET
fastvit_mci0.apple_mclip2_dfndr2b,,timm/fastvit_mci0.apple_mclip2_dfndr2b,fastvit_mci0,11406976,small,TRAINING_TYPE,DATASET
fastvit_mci1.apple_mclip,https://docs-assets.developer.apple.com/ml-research/datasets/mobileclip/mobileclip_s1.pt,apple/mobileclip_s1_timm,fastvit_mci1,21541632,small,TRAINING_TYPE,DATASET
fastvit_mci2.apple_mclip,https://docs-assets.developer.apple.com/ml-research/datasets/mobileclip/mobileclip_s2.pt,apple/mobileclip_s2_timm,fastvit_mci2,35815232,base,TRAINING_TYPE,DATASET
fastvit_mci2.apple_mclip2_dfndr2b,,timm/fastvit_mci2.apple_mclip2_dfndr2b,fastvit_mci2,35815232,base,TRAINING_TYPE,DATASET
fastvit_mci3.apple_mclip2_dfndr2b,,timm/fastvit_mci3.apple_mclip2_dfndr2b,fastvit_mci3,125235648,large,TRAINING_TYPE,DATASET
fastvit_mci4.apple_mclip2_dfndr2b,,timm/fastvit_mci4.apple_mclip2_dfndr2b,fastvit_mci4,321784832,giant,TRAINING_TYPE,DATASET
fastvit_s12.apple_dist_in1k,,timm/fastvit_s12.apple_dist_in1k,fastvit_s12,9473576,tiny,TRAINING_TYPE,ImageNet-1K
fastvit_s12.apple_in1k,,timm/fastvit_s12.apple_in1k,fastvit_s12,9473576,tiny,TRAINING_TYPE,ImageNet-1K
fastvit_sa12.apple_dist_in1k,,timm/fastvit_sa12.apple_dist_in1k,fastvit_sa12,11580968,small,TRAINING_TYPE,ImageNet-1K
fastvit_sa12.apple_in1k,,timm/fastvit_sa12.apple_in1k,fastvit_sa12,11580968,small,TRAINING_TYPE,ImageNet-1K
fastvit_sa24.apple_dist_in1k,,timm/fastvit_sa24.apple_dist_in1k,fastvit_sa24,21554216,small,TRAINING_TYPE,ImageNet-1K
fastvit_sa24.apple_in1k,,timm/fastvit_sa24.apple_in1k,fastvit_sa24,21554216,small,TRAINING_TYPE,ImageNet-1K
fastvit_sa36.apple_dist_in1k,,timm/fastvit_sa36.apple_dist_in1k,fastvit_sa36,31527464,base,TRAINING_TYPE,ImageNet-1K
fastvit_sa36.apple_in1k,,timm/fastvit_sa36.apple_in1k,fastvit_sa36,31527464,base,TRAINING_TYPE,ImageNet-1K
fastvit_t8.apple_dist_in1k,,timm/fastvit_t8.apple_dist_in1k,fastvit_t8,4026232,tiny,TRAINING_TYPE,ImageNet-1K
fastvit_t8.apple_in1k,,timm/fastvit_t8.apple_in1k,fastvit_t8,4026232,tiny,TRAINING_TYPE,ImageNet-1K
fastvit_t12.apple_dist_in1k,,timm/fastvit_t12.apple_dist_in1k,fastvit_t12,7553704,tiny,TRAINING_TYPE,ImageNet-1K
fastvit_t12.apple_in1k,,timm/fastvit_t12.apple_in1k,fastvit_t12,7553704,tiny,TRAINING_TYPE,ImageNet-1K
fbnetc_100.rmsp_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/fbnetc_100-c345b898.pth,timm/fbnetc_100.rmsp_in1k,fbnetc_100,5572200,tiny,TRAINING_TYPE,ImageNet-1K
fbnetv3_b.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/fbnetv3_b_224-ead5d2a1.pth,timm/fbnetv3_b.ra2_in1k,fbnetv3_b,8598464,tiny,TRAINING_TYPE,ImageNet-1K
fbnetv3_d.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/fbnetv3_d_224-c98bce42.pth,timm/fbnetv3_d.ra2_in1k,fbnetv3_d,10306272,small,TRAINING_TYPE,ImageNet-1K
fbnetv3_g.ra2_in1k,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/fbnetv3_g_240-0b1df83b.pth,timm/fbnetv3_g.ra2_in1k,fbnetv3_g,16623888,small,TRAINING_TYPE,ImageNet-1K
flexivit_base.300ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_b_i1k_300ep.npz,timm/flexivit_base.300ep_in1k,flexivit_base,86589160,base,TRAINING_TYPE,ImageNet-1K
flexivit_base.300ep_in21k,https://storage.googleapis.com/big_vision/flexivit/flexivit_b_i21k_300ep.npz,timm/flexivit_base.300ep_in21k,flexivit_base,102617427,large,TRAINING_TYPE,DATASET
flexivit_base.600ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_b_i1k_600ep.npz,timm/flexivit_base.600ep_in1k,flexivit_base,86589160,base,TRAINING_TYPE,ImageNet-1K
flexivit_base.1000ep_in21k,https://storage.googleapis.com/big_vision/flexivit/flexivit_b_i21k_1000ep.npz,timm/flexivit_base.1000ep_in21k,flexivit_base,102617427,large,TRAINING_TYPE,DATASET
flexivit_base.1200ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_b_i1k.npz,timm/flexivit_base.1200ep_in1k,flexivit_base,86589160,base,TRAINING_TYPE,ImageNet-1K
flexivit_base.patch16_in21k,https://storage.googleapis.com/big_vision/flexivit/vit_b16_i21k_300ep.npz,timm/flexivit_base.patch16_in21k,flexivit_base,102617427,large,TRAINING_TYPE,DATASET
flexivit_base.patch30_in21k,https://storage.googleapis.com/big_vision/flexivit/vit_b30_i21k_300ep.npz,timm/flexivit_base.patch30_in21k,flexivit_base,102617427,large,TRAINING_TYPE,DATASET
flexivit_large.300ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_l_i1k_300ep.npz,timm/flexivit_large.300ep_in1k,flexivit_large,304355304,giant,TRAINING_TYPE,ImageNet-1K
flexivit_large.600ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_l_i1k_600ep.npz,timm/flexivit_large.600ep_in1k,flexivit_large,304355304,giant,TRAINING_TYPE,ImageNet-1K
flexivit_large.1200ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_l_i1k.npz,timm/flexivit_large.1200ep_in1k,flexivit_large,304355304,giant,TRAINING_TYPE,ImageNet-1K
flexivit_small.300ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_s_i1k_300ep.npz,timm/flexivit_small.300ep_in1k,flexivit_small,22061416,small,TRAINING_TYPE,ImageNet-1K
flexivit_small.600ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_s_i1k_600ep.npz,timm/flexivit_small.600ep_in1k,flexivit_small,22061416,small,TRAINING_TYPE,ImageNet-1K
flexivit_small.1200ep_in1k,https://storage.googleapis.com/big_vision/flexivit/flexivit_s_i1k.npz,timm/flexivit_small.1200ep_in1k,flexivit_small,22061416,small,TRAINING_TYPE,ImageNet-1K
focalnet_base_lrf.ms_in1k,,timm/focalnet_base_lrf.ms_in1k,focalnet_base_lrf,88749768,base,TRAINING_TYPE,ImageNet-1K
focalnet_base_srf.ms_in1k,,timm/focalnet_base_srf.ms_in1k,focalnet_base_srf,88148144,base,TRAINING_TYPE,ImageNet-1K
focalnet_huge_fl3.ms_in22k,,timm/focalnet_huge_fl3.ms_in22k,focalnet_huge_fl3,745276338,giant,TRAINING_TYPE,DATASET
